Steps,    Chain,           Shake,           Chi,             Rama,            Excluded,        DSSP,            P_AP,            Water,           Burial,          Helix,           AMH-Go,       Frag_Mem,        Vec_FM,          Membrane,        SSB,          VTotal,      Ebond,     Epair
952000, 237.83387833625, 0, 63.4424435945392, -121.774709890007, 0, 0, 0, -30.8361206539107, -55.9335174766404, 0, 0, -318.731262638685, 0, 0, 0, -225.999288728454, 107.64701577232, 7.19794838000457
956000, 250.386381783147, 0, 52.2126565600652, -119.700020670914, 0, 0, 0, -24.918844046219, -56.1403272511116, 0, 0, -318.974285300332, 0, 0, 0, -217.134438925364, 99.317271645657, 5.19737735039086
960000, 310.371893185504, 0, 43.7296769053442, -119.679793324229, 0, 0, 0, -17.1574878484481, -56.1507303419431, 0, 0, -317.813380449792, 0, 0, 0, -156.699821873564, 114.64687771289, 5.07751297784213
964000, 273.395733965365, 0, 46.7732622063548, -111.910330063529, 0, 0, 0, -25.3611201249326, -56.2576946923762, 0, 0, -313.427417766791, 0, 0, 0, -186.787566475909, 84.2713578549036, 7.50575781760205
968000, 270.45088104444, 0, 55.3129036452827, -115.796014202765, 0, 0, 0, -15.1017855481173, -55.6997578118834, 0, 0, -323.323231862549, 0, 0, 0, -184.157004735592, 114.857621583925, 10.9631962434778
972000, 229.392178983893, 0, 49.6876792392854, -111.785467325817, 0, 0, 0, -22.5522144289581, -54.0968645901549, 0, 0, -316.343026679991, 0, 0, 0, -225.697714801743, 106.75704619768, 11.4205794520906
976000, 282.337867183822, 0, 42.7300993509421, -110.58623428328, 0, 0, 0, -15.0440959928169, -55.3533390459826, 0, 0, -320.487385182686, 0, 0, 0, -176.403087970001, 110.545702247338, 6.02363405978359
980000, 324.53690584054, 0, 52.3112485144771, -105.324094862505, 0, 0, 0, -23.87040073423, -55.1481958275956, 0, 0, -310.37344736303, 0, 0, 0, -117.867984432344, 101.642110301697, 3.79561126723019
984000, 225.929513357458, 0, 47.4743509333213, -111.199209139521, 0, 0, 0, -22.286510184542, -54.3037510841899, 0, 0, -310.073879948988, 0, 0, 0, -224.459486066462, 105.294632246071, 12.7760800517567
988000, 299.634260377283, 0, 60.8261900473918, -120.058340418724, 0, 0, 0, -26.2987986840789, -55.0515842837583, 0, 0, -319.484943382993, 0, 0, 0, -160.433216344879, 106.39429030923, 6.22530658021148
992000, 275.774476248934, 0, 37.8373004892165, -114.800118475323, 0, 0, 0, -28.5924372193979, -55.324702354108, 0, 0, -314.637670196542, 0, 0, 0, -199.74315150722, 109.912012302092, 6.69324467945267
996000, 268.261771521557, 0, 49.953028058493, -121.861303708122, 0, 0, 0, -27.6720035346712, -55.6985701044749, 0, 0, -319.354160321702, 0, 0, 0, -206.37123808892, 128.83996292218, 8.48291575629308
1000000, 242.940214886669, 0, 49.2096766792231, -118.616715896554, 0, 0, 0, -20.6342066753368, -55.3172562889336, 0, 0, -320.012342522471, 0, 0, 0, -222.430629817403, 100.416860198979, 6.11913908404233
1004000, 248.977341770724, 0, 49.2792595167159, -118.018656050877, 0, 0, 0, -26.6505410191524, -55.4539204820072, 0, 0, -319.522279814629, 0, 0, 0, -221.388796079226, 105.610032154321, 7.03334872724169
1008000, 271.592291865548, 0, 57.6375425875132, -118.866712481094, 0, 0, 0, -25.0355816227988, -54.6058777596419, 0, 0, -321.455003220997, 0, 0, 0, -190.73334063147, 94.4114988014453, 7.80015486367108
1012000, 284.022488822825, 0, 52.5570495947094, -112.654802267659, 0, 0, 0, -28.1882651876614, -55.2391691074317, 0, 0, -314.810791743452, 0, 0, 0, -174.31348988867, 102.180597237982, 7.97377965579028
1016000, 269.261703420332, 0, 38.0490752239805, -123.464981125107, 0, 0, 0, -25.3005261169826, -56.0754448785141, 0, 0, -313.581542111467, 0, 0, 0, -211.111715587758, 100.108910315147, 7.38260025821075
1020000, 198.94544303038, 0, 51.1337255487494, -105.438558087028, 0, 0, 0, -19.5608018711991, -55.8352629546806, 0, 0, -320.689077490606, 0, 0, 0, -251.444531824384, 97.8769311545657, 10.5522909034617
1024000, 242.056840373453, 0, 51.1969822415104, -116.372690750521, 0, 0, 0, -25.6463071353113, -56.2552097669306, 0, 0, -315.868706823751, 0, 0, 0, -220.88909186155, 99.4613777685849, 11.8920008367517
1028000, 280.862412339106, 0, 56.0840436980416, -127.937142582665, 0, 0, 0, -23.2786780543109, -56.6992972847466, 0, 0, -319.810675773341, 0, 0, 0, -190.779337657916, 97.0562590420329, 9.14612018985022
1032000, 287.444320422194, 0, 36.8821298322733, -113.072242090371, 0, 0, 0, -22.2606552290975, -55.3583649513018, 0, 0, -320.081483567659, 0, 0, 0, -186.446295583962, 91.8518070851694, 5.67744619905327
1036000, 197.620204005938, 0, 45.4073333351985, -116.735933773796, 0, 0, 0, -22.0058561942216, -55.4286572642215, 0, 0, -321.037096318027, 0, 0, 0, -272.18000620913, 93.9357477122001, 6.67431302502268
1040000, 250.523860512111, 0, 55.3926154847415, -116.371637309514, 0, 0, 0, -18.1112176756126, -54.8672269305431, 0, 0, -325.433292913087, 0, 0, 0, -208.866898831904, 100.836589596585, 10.0587271624249
1044000, 287.553047858783, 0, 51.9002540813768, -124.873530053316, 0, 0, 0, -27.3125550529256, -53.9595558011886, 0, 0, -319.931806643644, 0, 0, 0, -186.624145610914, 90.4022540588145, 7.99285431451728
1048000, 275.407528195387, 0, 55.5896179389124, -110.625463118227, 0, 0, 0, -31.0109768816382, -56.2375824427117, 0, 0, -317.766939650033, 0, 0, 0, -184.643815958311, 109.587838938819, 5.43044728540825
1052000, 306.898654877246, 0, 50.9212233198, -115.283797637623, 0, 0, 0, -29.0394352791376, -55.2878671166116, 0, 0, -314.841210442746, 0, 0, 0, -156.632432279072, 91.8947096246418, 10.9712426688805
1056000, 284.540442462969, 0, 43.6086606775357, -115.153274824564, 0, 0, 0, -33.7493293212186, -56.2720871855842, 0, 0, -315.220076320037, 0, 0, 0, -192.245664510899, 103.019663755044, 4.64184197272467
1060000, 229.663073998669, 0, 44.1968192956515, -113.737946777776, 0, 0, 0, -26.5690996847374, -56.0768083815896, 0, 0, -307.307609163732, 0, 0, 0, -229.831570713515, 90.1033163454083, 5.77178456033822
1064000, 266.115388707085, 0, 61.7227548526719, -112.617981670105, 0, 0, 0, -29.0162035175863, -54.8184297043069, 0, 0, -320.333387224712, 0, 0, 0, -188.947858556953, 104.635195988, 13.8228678807041
1068000, 293.776139041744, 0, 64.7585195785995, -111.529083321701, 0, 0, 0, -27.5079850939696, -55.5925716526464, 0, 0, -312.599464838057, 0, 0, 0, -148.69444628603, 104.941549832072, 8.78377103381022
1072000, 247.248272229172, 0, 50.235859459447, -112.203515832359, 0, 0, 0, -25.8912089406011, -55.3887959659571, 0, 0, -321.065516443311, 0, 0, 0, -217.064905493609, 109.681868875308, 11.2188082571784
1076000, 195.908414790618, 0, 45.566041429103, -123.05217934876, 0, 0, 0, -26.4450569190847, -56.7843608390333, 0, 0, -314.488740570965, 0, 0, 0, -279.295881458122, 112.981577424347, 10.6187456113003
1080000, 284.596919471344, 0, 45.7290601011054, -111.033733363866, 0, 0, 0, -33.222630540623, -55.1377524032948, 0, 0, -315.210232408594, 0, 0, 0, -184.278369143928, 96.5422886439499, 7.63523988623397
1084000, 233.008189782552, 0, 39.5176853627805, -115.907029994953, 0, 0, 0, -38.3188470417389, -55.3403159995588, 0, 0, -320.611649195026, 0, 0, 0, -257.651967085944, 105.128176691837, 8.26157264372692
1088000, 277.582469897678, 0, 50.0094715366513, -122.921745687679, 0, 0, 0, -23.9094957141977, -55.9635053503768, 0, 0, -322.767993657604, 0, 0, 0, -197.970798975528, 101.718138308014, 4.04821335199928
1092000, 238.726854289952, 0, 51.2628345631901, -104.537094730677, 0, 0, 0, -36.5265299731282, -56.9088706117012, 0, 0, -319.581535142474, 0, 0, 0, -227.564341604838, 94.6451502904546, 8.44643976815936
1096000, 306.598621109287, 0, 39.3612050490858, -117.433280672505, 0, 0, 0, -27.2163119690926, -56.3893828909787, 0, 0, -318.647800099824, 0, 0, 0, -173.726949474027, 99.9425361632859, 6.82523000769997
1100000, 312.472121702727, 0, 53.3278982061025, -117.106061850325, 0, 0, 0, -35.5051682897193, -56.3738542304304, 0, 0, -313.28349637381, 0, 0, 0, -156.468560835455, 109.206927518672, 6.51512137339175
1104000, 284.220055486352, 0, 46.3965938760524, -118.518593831431, 0, 0, 0, -30.8306535079758, -55.488410164265, 0, 0, -318.584591254008, 0, 0, 0, -192.805599395275, 98.2530279345795, 6.12197467473168
1108000, 218.124985899459, 0, 40.6468699703174, -113.955970643471, 0, 0, 0, -25.9711214232129, -55.6312984938984, 0, 0, -313.717247651243, 0, 0, 0, -250.503782342049, 113.310680977804, 9.59501164977191
1112000, 293.449206214706, 0, 60.0422756513857, -116.999757531307, 0, 0, 0, -23.5107803311696, -56.7503629218469, 0, 0, -315.594938894165, 0, 0, 0, -159.364357812397, 111.069042609384, 8.78001910177645
1116000, 248.840786307521, 0, 54.1265269239384, -114.079364585471, 0, 0, 0, -28.2092622256888, -55.3117119689246, 0, 0, -315.370108884037, 0, 0, 0, -210.003134432662, 99.6617908845352, 10.2932946876918
1120000, 232.679163897339, 0, 49.4442859307487, -113.54386811883, 0, 0, 0, -27.4275578067678, -54.9591753772854, 0, 0, -317.100400655672, 0, 0, 0, -230.907552130467, 97.0911075337001, 6.4055827954328
1124000, 274.442615797404, 0, 54.0718303684346, -129.208798376921, 0, 0, 0, -26.2815595678125, -54.8892644227146, 0, 0, -305.579890986517, 0, 0, 0, -187.445067188127, 101.263973583913, 10.127853206506
1128000, 279.002073852099, 0, 38.3761625880049, -122.809294829379, 0, 0, 0, -28.0134637987108, -56.2061849093483, 0, 0, -317.218680537433, 0, 0, 0, -206.869387634767, 123.741126705318, 15.6816356509846
1132000, 284.32882820847, 0, 60.873799053223, -117.951653523806, 0, 0, 0, -24.6256025043948, -54.266451534414, 0, 0, -318.632922598513, 0, 0, 0, -170.274002899435, 106.403055647641, 10.596378440945
1136000, 258.953813551956, 0, 61.0012241645156, -118.624762934419, 0, 0, 0, -29.344701806931, -54.0715945379105, 0, 0, -320.273278369155, 0, 0, 0, -202.359299931944, 126.394070023151, 8.9945425640208
1140000, 309.184583962467, 0, 53.5872315170466, -115.879903431385, 0, 0, 0, -24.7708502611011, -56.473570198646, 0, 0, -308.819630833569, 0, 0, 0, -143.172139245188, 108.340488328039, 6.21156600076126
1144000, 248.875322011488, 0, 45.6898270976589, -113.736917186701, 0, 0, 0, -23.7439224478878, -55.6393937628554, 0, 0, -315.517395015183, 0, 0, 0, -214.07247930348, 105.510767361906, 4.95256198632451
1148000, 245.780165261124, 0, 47.40527720804, -122.701121439357, 0, 0, 0, -27.8315699283989, -56.491403782464, 0, 0, -320.632294755748, 0, 0, 0, -234.470947436804, 102.297752695383, 5.8052023896883
1152000, 273.510937167271, 0, 36.9126700550325, -116.298557541379, 0, 0, 0, -31.3430459013159, -54.5046997355626, 0, 0, -319.47310790919, 0, 0, 0, -211.195803865144, 102.600471704367, 4.29152016780858
1156000, 234.004356927726, 0, 44.9968763054834, -116.369516535556, 0, 0, 0, -35.6154333501155, -55.9655367104041, 0, 0, -319.074286733951, 0, 0, 0, -248.023540096817, 133.261347214923, 8.52256671080174
1160000, 329.496251783636, 0, 46.6451995668749, -123.578112191024, 0, 0, 0, -24.2145057965638, -56.0891004442308, 0, 0, -315.309711198953, 0, 0, 0, -143.049978280261, 86.0712313479336, 7.27772976666328
1164000, 311.929150427293, 0, 50.6501054084878, -114.296439086388, 0, 0, 0, -31.7862018834537, -55.3470528933709, 0, 0, -311.067364857686, 0, 0, 0, -149.917802885118, 108.701623704229, 11.7661160813553
1168000, 305.755225404801, 0, 45.3043265161709, -122.542946396341, 0, 0, 0, -25.4879634760159, -55.1761037963996, 0, 0, -314.087835751859, 0, 0, 0, -166.235297499644, 109.362631467066, 11.0865878651548
1172000, 191.403055435096, 0, 54.2553206327851, -114.773779122745, 0, 0, 0, -23.1069635481276, -55.7112091101224, 0, 0, -323.22010054894, 0, 0, 0, -271.153676262054, 95.613375889686, 7.17020234167657
1176000, 270.935417833531, 0, 47.890047627936, -112.348549190862, 0, 0, 0, -25.4329318172132, -56.6033930644109, 0, 0, -322.929610826682, 0, 0, 0, -198.489019437701, 95.4421210658789, 8.90483792677229
1180000, 236.961715399282, 0, 47.9231909174784, -120.375139204076, 0, 0, 0, -28.8865142570136, -55.2776629161013, 0, 0, -321.25776966429, 0, 0, 0, -240.91217972472, 104.253572113236, 6.255857259094
1184000, 235.761938819579, 0, 52.8322833537218, -119.078262853203, 0, 0, 0, -30.2654090406168, -54.045005435933, 0, 0, -312.140944562707, 0, 0, 0, -226.935399719159, 93.4498101173908, 9.60737193136191
1188000, 226.230957888761, 0, 40.2910961718905, -124.045489624342, 0, 0, 0, -28.5304188897052, -55.8618040765917, 0, 0, -322.148783688304, 0, 0, 0, -264.064442218291, 119.607572018662, 9.58431114141011
1192000, 192.857218071215, 0, 43.5715310721209, -113.84487397283, 0, 0, 0, -30.7398680512867, -55.202892632271, 0, 0, -327.774768323478, 0, 0, 0, -291.13365383653, 100.971254632453, 5.55602276834354
1196000, 284.542187022592, 0, 40.3093009618497, -118.597879910039, 0, 0, 0, -28.9639551406876, -53.2331247905711, 0, 0, -327.95035129628, 0, 0, 0, -203.893823153136, 116.457220947794, 7.07380352293402
1200000, 243.434065049713, 0, 48.0867198206072, -117.882151177819, 0, 0, 0, -25.1063549238466, -55.418652115477, 0, 0, -324.234926151326, 0, 0, 0, -231.121299498148, 101.025917749138, 8.71901568785632
1204000, 288.184528099524, 0, 60.8942340736702, -115.353216586018, 0, 0, 0, -24.6180391012546, -55.3976756673374, 0, 0, -322.404735964697, 0, 0, 0, -168.694905146113, 94.2433984038004, 6.65365314018005
1208000, 291.243421676616, 0, 40.9559615852367, -115.443895377182, 0, 0, 0, -23.9533185802306, -57.0297523377228, 0, 0, -321.648262633463, 0, 0, 0, -185.875845666746, 124.029485005833, 10.8402005432509
1212000, 263.251920649854, 0, 55.5406103613007, -119.542004393382, 0, 0, 0, -24.6742037654393, -57.0245896142575, 0, 0, -320.410105794396, 0, 0, 0, -202.85837255632, 108.898022897199, 11.4147073638781
1216000, 216.242957716068, 0, 42.4813822744778, -124.859318539573, 0, 0, 0, -22.3962376337847, -55.8486740102947, 0, 0, -327.411677978271, 0, 0, 0, -271.791568171378, 97.8122160903919, 6.59918948420572
1220000, 321.786527588017, 0, 56.2294504026806, -120.409076030156, 0, 0, 0, -33.3969530596316, -55.2060161005185, 0, 0, -319.496692173982, 0, 0, 0, -150.492759373591, 93.3806267176851, 4.51375042871773
1224000, 252.734727398084, 0, 48.7522603482574, -118.347652583619, 0, 0, 0, -36.0891348903641, -55.1924195829389, 0, 0, -326.170337575783, 0, 0, 0, -234.312556886364, 107.626438985209, 8.01673193437396
1228000, 275.339991540712, 0, 48.6740056778354, -117.760351893401, 0, 0, 0, -30.2455961316821, -54.8373313256208, 0, 0, -320.559487413511, 0, 0, 0, -199.388769545668, 107.527061340369, 4.42559346852447
1232000, 250.224034264085, 0, 46.732012706127, -123.960851680666, 0, 0, 0, -29.632404989865, -55.2344625864173, 0, 0, -321.869938716737, 0, 0, 0, -233.741611003473, 105.962758694745, 11.5077632354108
1236000, 210.541503353094, 0, 58.8128165722967, -124.215248072075, 0, 0, 0, -26.6138707488543, -54.9556892810737, 0, 0, -323.057416354864, 0, 0, 0, -259.487904531476, 102.285958747867, 6.69777864656208
1240000, 204.26808519377, 0, 47.5094898882507, -121.12047838424, 0, 0, 0, -29.8390891439752, -55.3252579539805, 0, 0, -328.38806911891, 0, 0, 0, -282.895319519085, 91.1106259671454, 7.19336090808401
1244000, 240.763352880845, 0, 44.5423651228271, -115.196990134574, 0, 0, 0, -36.9813939619302, -56.7399006190454, 0, 0, -328.15931231468, 0, 0, 0, -251.771879026557, 94.7034238038255, 14.3501734160093
1248000, 224.018764872302, 0, 56.239623103361, -118.506450864202, 0, 0, 0, -28.3727165416059, -54.8284002908572, 0, 0, -322.842224319069, 0, 0, 0, -244.291404040071, 91.7510695037824, 4.97984835150811
1252000, 215.374948674753, 0, 52.7358261509513, -120.616075319719, 0, 0, 0, -19.1903136768406, -55.1728673631823, 0, 0, -321.142579213103, 0, 0, 0, -248.011060747141, 105.882881516371, 9.12443023780502
1256000, 253.466880651596, 0, 52.3839582451205, -116.465970623089, 0, 0, 0, -28.6273745430431, -54.9948812850707, 0, 0, -320.784145832363, 0, 0, 0, -215.021533386849, 96.6070346859487, 10.1091870626756
1260000, 215.885779988441, 0, 44.7813109043175, -115.312012353588, 0, 0, 0, -31.3313490156949, -56.1542037359405, 0, 0, -324.338776872979, 0, 0, 0, -266.469251085444, 97.3219338101635, 11.1821803814827
1264000, 227.499665586111, 0, 44.1193810853228, -120.908703320678, 0, 0, 0, -17.0662876860187, -55.4788418602131, 0, 0, -322.673932418393, 0, 0, 0, -244.508718613869, 120.590760849, 7.54098747250446
1268000, 262.202068323884, 0, 49.5508739892765, -122.586942138755, 0, 0, 0, -25.4762092378395, -55.9073904221666, 0, 0, -325.929775675885, 0, 0, 0, -218.147375161486, 99.0119130081288, 9.51195830507038
1272000, 256.974979075602, 0, 44.2629573315021, -116.421227040071, 0, 0, 0, -24.5985830234883, -55.6685263035371, 0, 0, -323.517914413134, 0, 0, 0, -218.968314373126, 98.7734008970475, 7.39041864717834
1276000, 255.101468955031, 0, 37.8628805764383, -120.46395112138, 0, 0, 0, -23.8381547199106, -55.3439124952089, 0, 0, -322.228189170178, 0, 0, 0, -228.909857975208, 86.902398456764, 7.74966127033686
1280000, 231.825778082313, 0, 52.0842457208785, -119.370349105799, 0, 0, 0, -32.0528081268333, -55.7646510216799, 0, 0, -321.068564497023, 0, 0, 0, -244.346348948144, 111.292139238953, 9.33394415006899
1284000, 276.572845068938, 0, 62.6432512442817, -118.048278397489, 0, 0, 0, -35.0188988084585, -54.8872464535969, 0, 0, -316.011241963171, 0, 0, 0, -184.749569309496, 95.3935545904538, 7.08966004472886
1288000, 271.591875298728, 0, 52.4095038549041, -120.168903015485, 0, 0, 0, -31.2285629493678, -56.5782509163589, 0, 0, -317.637103326095, 0, 0, 0, -201.611441053675, 104.308047001977, 3.41877030874848
1292000, 236.822226089021, 0, 50.6323952427271, -117.982714557522, 0, 0, 0, -35.9642365966812, -55.3284059457589, 0, 0, -314.738095695857, 0, 0, 0, -236.558831464071, 101.880600141172, 6.1540795919318
1296000, 183.365814111291, 0, 37.4493393074019, -111.201447897583, 0, 0, 0, -33.403087601389, -55.5129021187165, 0, 0, -313.36871387856, 0, 0, 0, -292.670998077556, 89.708075019145, 8.57085926568829
1300000, 315.246284543722, 0, 52.4267163886213, -112.976073430802, 0, 0, 0, -34.2135903220009, -55.7725691947679, 0, 0, -313.118168214365, 0, 0, 0, -148.407400229592, 102.127168061896, 7.7574472078082
1304000, 235.741591151285, 0, 58.5202300551106, -113.246991524809, 0, 0, 0, -26.8829935839808, -56.7136034205127, 0, 0, -324.157644044052, 0, 0, 0, -226.739411366959, 88.9932035411814, 4.74574363944583
1308000, 278.865302574226, 0, 53.1864877168269, -120.791035779731, 0, 0, 0, -18.7458670161007, -56.457735736413, 0, 0, -318.220399773414, 0, 0, 0, -182.163248014606, 90.1014197215933, 5.71873838089396
1312000, 267.914987872634, 0, 52.709298884756, -113.932445772972, 0, 0, 0, -16.7086126507684, -55.6636347161892, 0, 0, -321.23076561528, 0, 0, 0, -186.91117199782, 87.264166348014, 5.92588413247604
1316000, 253.456937584035, 0, 41.8455026307859, -119.661580375922, 0, 0, 0, -22.1046387843434, -55.0971124916699, 0, 0, -319.496598071843, 0, 0, 0, -221.057489508957, 98.8598604355967, 10.3786491531784
1320000, 326.545456638644, 0, 49.4897203144584, -113.603063198694, 0, 0, 0, -23.5613686320343, -56.383904663827, 0, 0, -325.083222541189, 0, 0, 0, -142.596382082642, 102.488060499807, 5.90682456859598
1324000, 265.882228020207, 0, 55.0633189937178, -119.068744573978, 0, 0, 0, -29.8436886307992, -55.9397884328667, 0, 0, -321.979795275361, 0, 0, 0, -205.88646989908, 108.636687308073, 5.41219167663755
1328000, 300.92719141997, 0, 55.8449452585007, -113.889882754871, 0, 0, 0, -23.9539404891361, -55.9328894048272, 0, 0, -322.140547508191, 0, 0, 0, -159.145123478555, 103.003127827644, 10.1453535657568
1332000, 301.535680740686, 0, 54.1490102881668, -122.891147350146, 0, 0, 0, -23.8417260678578, -56.4151372118534, 0, 0, -320.86949419557, 0, 0, 0, -168.332813796574, 107.296064303588, 9.45833233768296
1336000, 282.60467160209, 0, 47.5779596282098, -120.563199861236, 0, 0, 0, -22.6384766535772, -55.2723941268599, 0, 0, -323.779919218714, 0, 0, 0, -192.071358630087, 98.8556864262774, 4.89543301882128
1340000, 216.853862437114, 0, 53.5129869686818, -119.181274099061, 0, 0, 0, -26.7857113841218, -55.6022637644115, 0, 0, -330.24645238189, 0, 0, 0, -261.448852223689, 90.3573590520361, 7.69896384024127
1344000, 223.848190159654, 0, 47.12732516117, -122.093300678572, 0, 0, 0, -25.7211906265718, -55.845832370415, 0, 0, -322.131488329622, 0, 0, 0, -254.816296684357, 105.815939911533, 12.4834310239416
1348000, 248.182397562385, 0, 39.9164911701062, -121.852831377238, 0, 0, 0, -25.4335288945029, -55.6288475895917, 0, 0, -326.229458247629, 0, 0, 0, -241.04577737647, 111.959901705692, 6.54501178005978
1352000, 223.726051014847, 0, 57.9746625453865, -114.090349842396, 0, 0, 0, -22.1679068052077, -56.4144073467628, 0, 0, -328.786108321677, 0, 0, 0, -239.75805875581, 90.7197118469701, 6.48990704216515
1356000, 260.48739316363, 0, 36.1332230416821, -120.32573097079, 0, 0, 0, -24.776925786829, -56.6063498548579, 0, 0, -328.565057514998, 0, 0, 0, -233.653447922163, 96.4164871181649, 8.70096077568247
1360000, 246.26213815099, 0, 36.6457756383821, -119.684041696668, 0, 0, 0, -28.7184353046424, -55.8883228707901, 0, 0, -329.53318113884, 0, 0, 0, -250.916067221568, 110.00603034217, 6.20898005268046
1364000, 241.014429720692, 0, 56.7889520591074, -128.033428553497, 0, 0, 0, -26.622129848177, -56.6753591163926, 0, 0, -329.123722884989, 0, 0, 0, -242.651258623256, 99.7307252675169, 5.72585796680128
1368000, 243.537922497517, 0, 61.0549848011256, -126.471516403104, 0, 0, 0, -19.5579870662768, -54.7952799160597, 0, 0, -324.20580318211, 0, 0, 0, -220.437679268908, 103.688358321892, 5.06759544166454
1372000, 250.239663892741, 0, 48.7677789070887, -123.48088901227, 0, 0, 0, -13.6964264980578, -55.1483336315429, 0, 0, -325.067343953108, 0, 0, 0, -218.385550295149, 100.8942544821, 9.310381281317
1376000, 239.178433708603, 0, 46.2755773341087, -124.946180852894, 0, 0, 0, -15.7767739756427, -56.1256897087043, 0, 0, -322.526575263499, 0, 0, 0, -233.921208758028, 105.119374265568, 4.260474590891
1380000, 240.411883650522, 0, 58.3773259483891, -118.247492219101, 0, 0, 0, -10.1382488732922, -55.6981986928786, 0, 0, -326.901599247587, 0, 0, 0, -212.196329433948, 96.8434967703136, 4.9614035941459
1384000, 208.556606696183, 0, 57.6180402346742, -124.018986218467, 0, 0, 0, -13.9578131062324, -56.1815157439, 0, 0, -316.156042694038, 0, 0, 0, -244.13971083178, 88.2674316181758, 12.1858133333245
1388000, 300.757917092081, 0, 63.146566664988, -118.511080507611, 0, 0, 0, -22.0658976706488, -56.4554603819295, 0, 0, -327.006733376111, 0, 0, 0, -160.134688179231, 96.3719331850293, 6.41087505568618
1392000, 259.104722161844, 0, 49.3080146168688, -113.701938675603, 0, 0, 0, -23.7520088741276, -55.31096062902, 0, 0, -328.112964902539, 0, 0, 0, -212.465136302577, 101.726277679821, 9.33888000508828
1396000, 193.746433648777, 0, 45.4104794999624, -125.739720261392, 0, 0, 0, -19.4058188289397, -56.1106941026176, 0, 0, -329.035052472494, 0, 0, 0, -291.134372516704, 93.0587647038578, 5.33611317448692
1400000, 242.370930878755, 0, 52.8072203099743, -109.196721056009, 0, 0, 0, -24.3857807491105, -55.4841512416556, 0, 0, -324.657174629438, 0, 0, 0, -218.545676487484, 100.113185432615, 7.7018096141345
1404000, 208.969593219876, 0, 54.1818736018748, -124.094047086914, 0, 0, 0, -24.4366437296264, -55.2590584396954, 0, 0, -322.022784638594, 0, 0, 0, -262.661067073079, 103.844649383616, 10.7673781850461
1408000, 216.446219057603, 0, 34.4297683443589, -118.462548605548, 0, 0, 0, -23.6936559095653, -56.1802706307793, 0, 0, -323.992250841144, 0, 0, 0, -271.452738585075, 97.0392095840776, 8.70831058741117
1412000, 251.063705929036, 0, 56.1949010145389, -115.021462453118, 0, 0, 0, -26.4218106380503, -55.3646989742722, 0, 0, -328.042786601707, 0, 0, 0, -217.592151723573, 90.5303419764824, 11.1707034751441
1416000, 223.359442298474, 0, 47.9530484737681, -115.264874357557, 0, 0, 0, -25.3115841212278, -55.7367014524658, 0, 0, -326.800087654254, 0, 0, 0, -251.800756813263, 86.2622806690174, 7.33965886687059
1420000, 244.671736033904, 0, 50.6175009293588, -107.345194744752, 0, 0, 0, -19.1104544209749, -56.5633978834926, 0, 0, -325.59331339929, 0, 0, 0, -213.323123485247, 89.7904989597526, 9.36843975458092
1424000, 250.152540263603, 0, 45.7924274101732, -111.955035679758, 0, 0, 0, -27.2014938818342, -56.832499279093, 0, 0, -323.945399827869, 0, 0, 0, -223.989460994778, 87.4430641654838, 10.1179049450084
1428000, 232.108805884934, 0, 41.9883761201292, -124.775862356497, 0, 0, 0, -27.7525958642798, -56.2548983212201, 0, 0, -323.333901910544, 0, 0, 0, -258.020076447478, 98.6830716186611, 2.43180679603557
1432000, 234.603183342057, 0, 48.6526743248272, -116.72116090076, 0, 0, 0, -30.6636632937124, -55.4855822971997, 0, 0, -322.960029780237, 0, 0, 0, -242.574578605025, 93.7995270914533, 7.94451920214066
1436000, 233.362655837134, 0, 46.3291008314055, -123.934610020902, 0, 0, 0, -23.4822187047994, -55.5340669886196, 0, 0, -326.78010101622, 0, 0, 0, -250.039240062002, 92.1032026048433, 8.18992878062181
1440000, 170.411618465405, 0, 37.055200611702, -127.414691797679, 0, 0, 0, -23.4516283033782, -56.2488971008577, 0, 0, -322.090957901817, 0, 0, 0, -321.739356026625, 94.5565809933457, 3.69282988361526
1444000, 216.833070338441, 0, 55.3362317061256, -123.039912157806, 0, 0, 0, -30.6357050491359, -55.8554615058727, 0, 0, -328.779508202938, 0, 0, 0, -266.141284871186, 107.929228301254, 5.73842382272143
1448000, 261.013397821328, 0, 44.3629919256069, -124.054646534414, 0, 0, 0, -26.9948640098286, -55.2690477310893, 0, 0, -319.505457258978, 0, 0, 0, -220.447625787375, 94.5490848049919, 10.0556023348236
1452000, 217.828228500621, 0, 42.4115150484562, -128.950543058657, 0, 0, 0, -28.9408104445335, -55.701054390497, 0, 0, -319.982542197012, 0, 0, 0, -273.335206541622, 95.5794336372592, 5.49886960406254
1456000, 205.955960694278, 0, 43.8131581052314, -120.376485495043, 0, 0, 0, -29.3932826535168, -56.794005019136, 0, 0, -325.975214217619, 0, 0, 0, -282.769868585805, 98.9078810504058, 9.95161603501442
1460000, 276.053672101947, 0, 43.7539047044913, -121.409592202767, 0, 0, 0, -21.6918107211407, -56.3519491263637, 0, 0, -318.131612601889, 0, 0, 0, -197.777387845722, 101.747625199086, 8.74516383692746
1464000, 256.939647468776, 0, 40.4510119736512, -118.127753401248, 0, 0, 0, -29.7651736060159, -55.9578543286622, 0, 0, -327.763003413407, 0, 0, 0, -234.223125306906, 92.9244278303282, 7.01947219330086
