Steps, Qw, Rg, Tc, Energy
1680000, 0.446582648010519, 10.7335309222913, 60, -31867.9479476268
1684000, 0.406134595526215, 11.7199135088036, 65, -32013.0191740797
1688000, 0.518556425028198, 10.5878752619121, 76, -33287.475812608
1692000, 0.490988146658413, 11.2139211731541, 66, -32144.5987437376
1696000, 0.462743131183131, 10.832126113287, 62, -32217.1656858886
1700000, 0.451981194455377, 10.9419617600228, 74, -32649.3300086134
1704000, 0.387416163916436, 11.733937230311, 67, -32181.5705697658
1708000, 0.409888015606585, 11.20333202446, 77, -32464.9989462828
1712000, 0.395513478687966, 11.1549543441062, 84, -32619.0890520571
1716000, 0.318981199626488, 11.4131825626221, 65, -32275.539695793
1720000, 0.349277586706314, 11.3591764856616, 63, -32520.8937013533
1724000, 0.425642513208484, 10.6673115847852, 65, -32423.3217499523
1728000, 0.473841995892803, 11.2569708435059, 62, -32398.323343972
1732000, 0.304184575559337, 16.1131363294643, 59, -31921.4590265652
1736000, 0.336726655300371, 13.8782284462141, 60, -32158.4092508199
1740000, 0.402914111308184, 12.4982322275342, 60, -32704.3175121054
1744000, 0.329826825888173, 13.2856457496512, 65, -32618.5864865881
1748000, 0.349948959039148, 11.998279346767, 71, -31831.0587107975
1752000, 0.358399593930075, 11.6012360105861, 60, -32069.3445392756
1756000, 0.384008575727079, 11.2905541943799, 68, -32081.9568501934
1760000, 0.391493903996921, 10.7503571983701, 65, -32576.2557394537
1764000, 0.340025441862319, 11.8273451243599, 64, -33366.381945949
1768000, 0.376121165397616, 11.3204048657554, 61, -32787.5902346544
1772000, 0.349381412781697, 11.8566408369536, 59, -32383.5450779197
1776000, 0.348038978912293, 11.4215240132037, 72, -32728.343092877
1780000, 0.388979095854177, 11.5560140885293, 74, -32918.3722978007
1784000, 0.384360424073167, 11.656206260988, 62, -32212.0938768604
1788000, 0.385942052911015, 11.7785514841777, 60, -32357.8944248523
1792000, 0.392376109722663, 11.603396952658, 70, -32306.6197289658
1796000, 0.407820798121, 11.1974334060372, 68, -32237.3528585746
1800000, 0.400638384341453, 11.0195667311699, 68, -32145.1036336735
1804000, 0.357175575397441, 11.6945765605702, 62, -32435.9114802122
1808000, 0.392023540027158, 11.2157608788343, 70, -32727.3067992912
1812000, 0.339874483617115, 11.6681778641671, 59, -32305.0003983933
1816000, 0.392599244898801, 11.2492202816991, 66, -32985.766537244
1820000, 0.408828868065161, 11.1574603189878, 72, -31854.9126519843
1824000, 0.394730311903831, 11.5855841540183, 60, -32333.4137566736
1828000, 0.386637176235634, 12.3362232066783, 58, -31942.1053172138
1832000, 0.396774372411774, 11.2832296486497, 72, -32325.0376027161
1836000, 0.394385090366769, 11.1887118713301, 65, -32188.7273023834
1840000, 0.433489756628047, 10.672029839751, 72, -31874.2048177999
1844000, 0.367583888062301, 11.3649074950377, 67, -32316.7641168932
1848000, 0.437052751783628, 10.8040297275666, 67, -32102.4949089388
1852000, 0.387791380964596, 11.0008278332018, 70, -31755.1386609236
1856000, 0.332680345384124, 12.0583220932114, 63, -32313.0274119003
1860000, 0.368728938732527, 11.5761270515766, 73, -31512.5491355373
1864000, 0.380579600347502, 11.4874325851695, 62, -32030.6924090459
1868000, 0.363688074215901, 11.3487799000683, 65, -32009.8103649951
1872000, 0.342301779973238, 12.9020235484265, 63, -32172.955101279
1876000, 0.299040591286732, 12.7086739395499, 59, -31892.2210932443
1880000, 0.292948434910487, 12.4821621759486, 66, -32481.5063738205
1884000, 0.338370838030736, 12.5740937786851, 74, -31870.6068530144
1888000, 0.347701373217337, 12.8130233240647, 66, -32375.9433522089
1892000, 0.307526768243984, 13.0311223384388, 60, -32450.0994761316
1896000, 0.342521709343197, 11.8628647625989, 75, -32574.3411490808
1900000, 0.297861519366605, 12.6304292828468, 60, -32181.2136064567
1904000, 0.417356783151426, 11.2686413995114, 74, -31942.1674721867
1908000, 0.366668543013221, 11.711212695535, 59, -32589.7638617768
1912000, 0.491491362408458, 10.831777778017, 67, -32871.7453660643
1916000, 0.446776485309793, 10.6335626883783, 80, -32680.3944130059
1920000, 0.4516174539582, 11.5395682259084, 71, -32709.8471470581
1924000, 0.436467545686965, 11.035829871538, 69, -33228.8676259007
1928000, 0.429636674520471, 11.3524465346294, 67, -32721.3995472933
1932000, 0.455645079010565, 11.0413193743497, 71, -32528.7207918387
1936000, 0.503073936559843, 10.9187563019459, 62, -32756.8782202039
1940000, 0.597771907905241, 10.6839181850143, 75, -33338.7747238371
1944000, 0.584321378337848, 10.7410507272627, 60, -32799.6626570199
1948000, 0.47682746036334, 11.2265434958338, 76, -33037.8118688033
1952000, 0.523976593499206, 11.1224468706506, 73, -32714.9720968665
1956000, 0.481069917913829, 11.2040427211414, 67, -32654.2254261047
1960000, 0.483328620071011, 10.9617642536609, 75, -32383.432528232
1964000, 0.541131414509547, 10.5601763479939, 78, -33177.1107858629
1968000, 0.468181569050031, 11.2220258161298, 69, -32452.3449687253
1972000, 0.538640944167314, 10.4574187732731, 75, -32748.5288187781
1976000, 0.512540858653108, 10.7210444713032, 71, -33086.3676579426
1980000, 0.597764872524199, 10.4480633501542, 74, -32855.0578912658
1984000, 0.5592061280901, 10.8222261815887, 73, -33154.1833410331
1988000, 0.519248121060331, 10.6412991107029, 78, -32313.7714747269
1992000, 0.458358803148645, 10.823644415431, 73, -32485.2050918477
1996000, 0.516345284704933, 10.7276388109156, 70, -32475.8586292901
2000000, 0.454204864557728, 11.1291319628342, 71, -32308.4813904039
2004000, 0.411447451194056, 10.8540710354836, 70, -33427.5787296075
2008000, 0.397317617304795, 11.6198311186396, 63, -32562.8303517615
2012000, 0.364381170515854, 11.2694317800814, 68, -33265.1854009351
2016000, 0.393738872323009, 10.7553996938812, 66, -32665.6766859505
2020000, 0.42396263886705, 11.3122043524318, 66, -32385.195656768
2024000, 0.335417647798859, 11.9417722364119, 62, -32996.4340119204
2028000, 0.309951265593679, 12.4469060088059, 63, -32275.7405228149
2032000, 0.373540699269925, 11.8856059212202, 67, -32525.9881522813
2036000, 0.404392767657162, 11.4745919291407, 76, -32589.6281377138
2040000, 0.401694796240069, 11.1922830899218, 66, -32718.4721534646
2044000, 0.386783010436513, 11.3130571380606, 65, -32570.6889796614
2048000, 0.368417785994369, 11.5848664807266, 59, -32305.4357936406
2052000, 0.377212241197297, 11.1210119123967, 73, -32277.8976675197
2056000, 0.347453527006045, 11.1868377763702, 63, -32182.0927927904
2060000, 0.395104729840189, 11.4853520187439, 70, -31963.5479698817
2064000, 0.462130794999896, 10.7105665511685, 75, -32385.4603011344
2068000, 0.409546343197675, 10.9120055463434, 71, -32506.9761862854
2072000, 0.352949477771377, 11.7081807200174, 65, -32661.8331647704
2076000, 0.381113481886684, 11.0509758478738, 67, -32408.6382872919
2080000, 0.371029614620534, 11.334874366577, 62, -33024.5493171068
2084000, 0.410101619985313, 10.9383773604378, 66, -32536.356117635
2088000, 0.462738296027643, 10.6346685881784, 75, -32646.1480506254
2092000, 0.398587306262619, 11.2584159103233, 68, -32461.1922786586
2096000, 0.348283432281102, 11.8422119903112, 60, -32484.0119843209
2100000, 0.352016191596509, 11.5494218305137, 61, -32556.9324761886
2104000, 0.417151644988755, 11.2147359598067, 68, -32528.1354313658
2108000, 0.383932567831598, 11.4390149695357, 76, -32750.6159220934
2112000, 0.420479031369013, 10.739698940685, 66, -32590.4567757662
2116000, 0.404534856862017, 10.8026919333342, 78, -32491.7893641771
2120000, 0.388471048590227, 10.9859322937584, 65, -33227.3708635017
2124000, 0.344204324307805, 11.6296416105024, 71, -32568.1912451351
2128000, 0.429874665930589, 10.7266516171474, 79, -32793.8660001332
2132000, 0.435847881561607, 10.7996833311212, 63, -32307.6041809996
2136000, 0.470346680718697, 10.9069918325571, 63, -32807.3152495791
2140000, 0.412275518093453, 10.7195651492576, 65, -32180.8079729128
2144000, 0.437294101920919, 10.9812709144815, 65, -32847.6220008264
2148000, 0.41165256859351, 11.0467491296479, 68, -32215.029262708
2152000, 0.375140922353346, 10.9455439099325, 68, -32521.3534815117
2156000, 0.390513310171749, 10.9602977654418, 59, -32438.173487439
2160000, 0.598680610283283, 10.5226057538246, 79, -32156.7179753758
2164000, 0.489088978245287, 11.1926419906676, 64, -32782.1044485015
2168000, 0.411416395114226, 11.8879762654068, 57, -32742.5614862927
2172000, 0.492360114935373, 11.2561654229507, 63, -32329.4126624878
2176000, 0.430626204862838, 10.8460849944126, 88, -32855.6074282397
2180000, 0.523732013502787, 10.7936850336422, 75, -32970.2396234524
2184000, 0.429866021102251, 11.5449741266105, 70, -33022.8302620682
2188000, 0.406930957379055, 11.4594224121347, 78, -32108.4641908221
2192000, 0.390609031755253, 11.4542185804109, 76, -32473.8672760144
2196000, 0.400798733227868, 11.6112537725659, 69, -32671.6306564548
2200000, 0.392390160785514, 11.0549566868479, 76, -32850.2303187107
2204000, 0.365756935039795, 11.1118785816566, 69, -32270.8343306245
2208000, 0.352199759036198, 11.7712317369498, 61, -32583.2020475357
2212000, 0.348820877649925, 11.8514665600299, 66, -32930.9882273629
2216000, 0.343063756219773, 11.8564535170955, 64, -32917.9274468799
2220000, 0.3854751995253, 10.9444114276178, 67, -32536.6521935633
2224000, 0.348346993333607, 11.7387479715237, 80, -32925.9663970445
2228000, 0.359876324999524, 11.0845506177276, 71, -33183.7088290034
2232000, 0.407533947684685, 10.751053346666, 74, -32607.0338696365
2236000, 0.374926847751566, 11.5184206578735, 66, -33084.127846857
2240000, 0.373046779077434, 11.9893603861318, 70, -32362.4760263179
2244000, 0.355570907955325, 11.0815803706425, 67, -32875.0058762553
2248000, 0.351157318106149, 11.2105128913642, 63, -32283.1004160098
2252000, 0.391361131301108, 11.134479196518, 62, -33026.2741635545
2256000, 0.383307722399195, 11.356188041163, 68, -32298.7355955002
2260000, 0.373606495391303, 11.5283644282277, 62, -33007.1272656282
2264000, 0.453453319564407, 10.619458377029, 69, -32942.5815972554
2268000, 0.373194772097598, 10.7515688416497, 62, -32079.0726065343
2272000, 0.409632815857834, 11.0698291228037, 71, -32923.8899713391
2276000, 0.392566271912166, 11.1606197640528, 67, -32923.3616888874
2280000, 0.384837012756167, 10.741785228904, 65, -32953.2368913413
2284000, 0.41911002212259, 10.7436739191191, 67, -32944.8268481075
2288000, 0.44066016267893, 10.5139886815301, 68, -33298.8746223164
2292000, 0.407729670754795, 10.9017321699969, 68, -32915.3249629046
2296000, 0.388656251490621, 10.9920639003571, 76, -32760.7327419472
2300000, 0.43367079590485, 11.2970650056183, 66, -33392.0937878422
2304000, 0.428058048341799, 11.2143447134015, 72, -33535.0333817721
2308000, 0.495385696856471, 10.7275299218405, 79, -32376.0281726244
2312000, 0.481969593184684, 10.7600512157887, 76, -33415.2750619219
2316000, 0.525851803140589, 10.4862461280594, 72, -32716.8613025448
2320000, 0.528972583442396, 10.8067111685302, 66, -32612.4699156236
2324000, 0.482231317647755, 10.7073626671762, 78, -32988.6339684321
2328000, 0.465079207437918, 10.9159857828583, 71, -32789.241543813
2332000, 0.511684967938801, 10.8678320926401, 70, -33002.1117859458
2336000, 0.583759747811364, 10.5698659078488, 79, -32581.4707461687
2340000, 0.513754282819006, 10.6891012539845, 70, -32483.5080863275
2344000, 0.520955885385452, 10.7664588421016, 75, -32604.9387505742
2348000, 0.576635836357135, 10.730025912524, 66, -32853.493612351
2352000, 0.48377529409296, 11.2006367691988, 67, -32817.7306758285
2356000, 0.494786042136748, 10.9922967707318, 69, -32580.4802223239
2360000, 0.578235152939206, 10.5132518106319, 78, -33074.4496003323
2364000, 0.504094999061938, 10.8534576295112, 71, -32760.0722138857
2368000, 0.526168187938491, 10.7497957969847, 71, -33125.7087905078
2372000, 0.408908499801662, 11.3862798317836, 78, -32655.1017195508
2376000, 0.418376245077427, 10.9572739553854, 72, -32150.020654415
2380000, 0.41406032875917, 11.3001078507022, 71, -32897.1783609075
2384000, 0.409784156146568, 11.0379117544055, 76, -32752.3719890647
2388000, 0.532723980369038, 10.4625232234298, 79, -32619.6339663343
2392000, 0.521784454970436, 10.9582889979404, 78, -33129.9071220398
2396000, 0.447492999007702, 11.3881165564189, 71, -32377.3668359684
2400000, 0.509079945007278, 10.7378112626185, 76, -32680.8358605405
2404000, 0.512695409302721, 10.7590291447987, 76, -33085.3258903199
2408000, 0.504776036782009, 10.7579390999372, 72, -33203.2733416359
2412000, 0.502899009433327, 10.8736412477525, 76, -32648.8258252192
2416000, 0.519678664563284, 10.7284626770194, 70, -32734.1262196148
2420000, 0.576405070654825, 10.7439236049899, 68, -33051.9734935315
2424000, 0.48322907264176, 10.6066710545906, 77, -32467.4992552402
2428000, 0.519603476615842, 10.6718244676004, 77, -33057.815261276
2432000, 0.449560694258398, 11.0293833730319, 79, -32022.7864488912
2436000, 0.451389672267015, 10.9586729839764, 77, -32915.952330894
2440000, 0.430614949850417, 10.7953052061856, 78, -32815.5293577542
2444000, 0.431329431444497, 11.3510812641875, 70, -32948.3377132427
2448000, 0.524577539905668, 10.7822124977347, 72, -33098.1836019857
2452000, 0.555953965856581, 10.6019851219854, 73, -33037.3978702885
2456000, 0.58301367669867, 10.648665210449, 67, -33378.5990090706
2460000, 0.459188501574409, 10.5885315509086, 68, -33024.5988771139
2464000, 0.459031198363457, 11.0441576717461, 69, -32645.4007275463
2468000, 0.432086904716695, 11.2239703764218, 69, -32865.850701983
2472000, 0.469792572893096, 10.9862937990988, 69, -32292.6013534068
2476000, 0.469588012333035, 11.0665873153499, 69, -32801.5697678905
2480000, 0.479671398929327, 10.7256048296417, 73, -32640.4905557671
2484000, 0.553298438457709, 10.4121559768622, 78, -32909.32543881
2488000, 0.530319807248799, 10.5830244719872, 70, -33081.8549221923
2492000, 0.469980952851167, 11.3008062177476, 64, -32891.4367441949
2496000, 0.463420823161481, 11.0392947242953, 67, -33064.8391955723
2500000, 0.437414727356284, 10.8991816347296, 73, -32518.1450774095
2504000, 0.530738794095181, 10.6972599603545, 68, -32915.3603562165
2508000, 0.435107676790145, 11.3695669452236, 65, -32684.7846233071
2512000, 0.528620096023402, 10.5318218280513, 86, -33246.4752501469
2516000, 0.504662285176543, 10.3477422805599, 86, -33264.4180908676
2520000, 0.579006847943663, 10.7421510253748, 70, -32857.8168276804
2524000, 0.467101266708406, 11.2451372692207, 68, -33358.6597944356
2528000, 0.417669453923542, 11.6643480096906, 59, -32740.189353375
2532000, 0.442174137849744, 11.1544741658212, 70, -32546.6867244198
2536000, 0.540032042686472, 10.8720080721466, 73, -33037.7365863223
2540000, 0.442709269416869, 10.6095722663207, 80, -32423.0962582267
2544000, 0.508722027041904, 10.4939983173843, 85, -32723.5906617313
2548000, 0.425406699632872, 10.9366271846301, 75, -32809.0495384104
2552000, 0.53653781666312, 10.6529774000298, 78, -33215.4338937229
2556000, 0.549273732217689, 10.7043121651381, 79, -32630.6785620897
2560000, 0.612503992693566, 10.5302225600879, 71, -33127.811680304
2564000, 0.513740614369676, 10.7330413046346, 72, -33120.573840913
2568000, 0.440070060349034, 11.1408372891883, 69, -32923.0474504898
2572000, 0.451455151938883, 10.9906572876182, 68, -32655.5512165983
2576000, 0.511706128041614, 10.6451727372789, 70, -33207.1886695401
2580000, 0.548561092075258, 10.7909944892591, 71, -32641.7634379169
2584000, 0.561770930703567, 10.4955098600067, 80, -32830.3073545531
2588000, 0.5896425520914, 10.7889968518303, 72, -33104.7684203718
2592000, 0.604950875317673, 10.6173849885844, 70, -32814.7407995329
2596000, 0.52531983818301, 10.9548126468066, 72, -32639.3801923625
2600000, 0.602884071366782, 10.7155291164965, 70, -32846.5220606502
2604000, 0.646468488879572, 10.7161044431082, 82, -33157.7281749271
2608000, 0.573982981492236, 10.8524070767866, 67, -33111.3492089722
2612000, 0.628707185049044, 10.7461503696882, 66, -32601.1079947219
2616000, 0.613471082678352, 10.4383660315852, 78, -33035.8065424509
2620000, 0.546088629286268, 10.6338550998193, 72, -33000.385765682
2624000, 0.541237532661443, 10.2822374893178, 79, -32927.3272110247
2628000, 0.499431075225087, 10.9595752886698, 56, -33069.2364351421
2632000, 0.468169638693427, 10.7028711419296, 69, -33046.501744917
2636000, 0.430139609379647, 11.0605214422028, 68, -33247.5311252037
2640000, 0.348136264033885, 12.340379175303, 69, -32772.7623094859
2644000, 0.408887104793617, 11.4158266501971, 70, -32922.7064114891
2648000, 0.407586633239687, 11.3121101975081, 66, -33055.6756333235
2652000, 0.551312398681768, 10.7303047130519, 69, -32981.9682862324
2656000, 0.441332781829931, 10.9374243651624, 63, -32915.2992777
2660000, 0.449570195170827, 10.697344965612, 76, -32974.2858680332
2664000, 0.564851670205306, 10.7082353006831, 67, -32699.2335448193
2668000, 0.537013533251101, 10.7814338668741, 69, -32809.4616523407
2672000, 0.534259898967347, 10.6387042143811, 74, -33198.3471600992
2676000, 0.58328852560326, 10.5741931882473, 68, -32696.1053281102
2680000, 0.521238777059938, 10.8301213673319, 82, -33061.9791639563
2684000, 0.513486215499476, 11.0862463663684, 65, -33177.0631283901
2688000, 0.501722471983341, 10.8365817876498, 73, -32703.8223641976
2692000, 0.586175550172931, 10.4684743729884, 77, -32886.5707588446
2696000, 0.52289825917198, 10.794942080221, 72, -33089.3737443807
2700000, 0.529453986230156, 10.8454191868271, 74, -32985.7098467483
2704000, 0.569450602534517, 10.6071880446637, 81, -33424.1029769055
2708000, 0.634906492106528, 10.5265087181843, 66, -32896.363386998
2712000, 0.57219181172493, 10.5038900553314, 69, -32764.1143306918
2716000, 0.642818599965962, 10.3495879503208, 75, -33140.3355095469
2720000, 0.569587290337776, 10.4657491230841, 78, -33642.7893012775
2724000, 0.491829823914528, 10.7786897858712, 76, -33105.3202013605
2728000, 0.522122385760823, 10.7206878553257, 79, -33242.5268408918
2732000, 0.52397490692254, 11.0015156035041, 68, -32950.2357762972
2736000, 0.502250752971026, 10.6643667354961, 83, -33163.2286137104
2740000, 0.521199187600204, 10.6784628814709, 71, -33052.2150163565
2744000, 0.423898852478747, 11.2045054232575, 61, -32671.4924459869
2748000, 0.466265169841799, 10.6441132000847, 75, -33579.9586505525
2752000, 0.548168315527022, 10.8669383520062, 69, -33308.0155597698
2756000, 0.634968200935357, 10.6281539063903, 71, -33392.9971131397
2760000, 0.601676542108064, 10.8742898750392, 68, -33130.2075185988
2764000, 0.535125621770084, 10.7932529214576, 74, -33151.0498528788
2768000, 0.576541617391125, 10.9797701194119, 71, -33257.8493703695
2772000, 0.635150192070219, 10.6363522197906, 69, -33582.2175567232
2776000, 0.617663963667047, 10.5988217392037, 72, -33034.2096075253
2780000, 0.650511779892489, 10.829488935661, 66, -33409.2781449548
2784000, 0.597375710804153, 10.706153874215, 82, -33372.0978378518
2788000, 0.589009939468801, 10.9546925640843, 61, -33181.2144660118
2792000, 0.592366494381743, 10.7785212295014, 70, -32937.6742919975
2796000, 0.593513441399305, 11.1391719255913, 58, -32669.9649667758
2800000, 0.453762756563842, 11.2741204046355, 68, -33206.7353123348
2804000, 0.469433740586624, 11.1724699200554, 66, -33353.3237498388
2808000, 0.576086403045911, 11.074272975408, 65, -33401.9201630801
2812000, 0.599388345875801, 10.7141709201506, 71, -33440.252543612
2816000, 0.574049624322566, 10.8969379485403, 77, -33441.4442997397
2820000, 0.620606212033411, 10.8251971947608, 65, -33255.7048198902
2824000, 0.642495784387867, 10.7297371244473, 71, -33396.4541104555
2828000, 0.636873453268921, 10.7475578919908, 76, -33142.9726118578
2832000, 0.517559379448458, 10.9133588385826, 70, -33238.1033101642
2836000, 0.535823143781372, 10.8170902698571, 72, -33254.9911328496
2840000, 0.545097391306917, 10.9793640610222, 70, -33151.348064099
2844000, 0.625534878483544, 10.4137602347004, 73, -33187.2460360353
2848000, 0.57372315005236, 10.6355645432787, 74, -32967.1189439576
2852000, 0.590246583972015, 10.5524022173987, 77, -33143.2214075466
2856000, 0.580613700023005, 10.7328298941531, 72, -33323.8903032797
2860000, 0.497779292645871, 11.4217071950328, 63, -32985.264883654
2864000, 0.583316374963449, 10.7844888687077, 73, -32827.0575004677
2868000, 0.564656972332766, 10.9747169303059, 75, -33654.3588481822
2872000, 0.563237317718126, 10.9739496880852, 74, -33482.6610791608
2876000, 0.529374084705462, 11.2956578960485, 61, -33047.2589505171
2880000, 0.533437638552518, 10.6964161763173, 70, -33292.0226112595
2884000, 0.542275602410672, 10.6134686522574, 69, -33202.8438502513
2888000, 0.431404702408512, 11.1954105059017, 51, -33229.9823278967
2892000, 0.453315024700944, 10.8438490510258, 62, -32720.2976820233
2896000, 0.389713670771448, 11.3047349915958, 70, -33232.6891672826
2900000, 0.427170387360734, 10.8305332603574, 66, -32966.7094419405
2904000, 0.362960338085347, 11.5806007611953, 59, -33132.4203038221
2908000, 0.486720350530951, 10.8919469322618, 62, -33011.2498342764
2912000, 0.375798606058106, 11.3935216306887, 68, -33014.2729625949
2916000, 0.457372026931838, 10.7138659837016, 64, -33111.1786268398
2920000, 0.46445700886446, 11.0048902726097, 69, -33093.1507148286
2924000, 0.475670406416674, 11.095667159318, 69, -33166.1766278189
2928000, 0.555364738007271, 10.7988870408537, 66, -33285.8534208379
2932000, 0.514236856870005, 11.2131145555742, 68, -33460.8923462873
2936000, 0.53128512516411, 11.0870444452695, 63, -33199.5346759938
2940000, 0.573381620452985, 10.7543874192969, 69, -32908.6300445961
2944000, 0.580071615204275, 10.7474620535875, 65, -33486.6782664507
2948000, 0.533731884257267, 10.8294601249039, 77, -33350.2645188292
2952000, 0.61092956035492, 10.4617548945157, 75, -33774.7446159345
2956000, 0.607753473677278, 10.5862575318621, 83, -33056.0163064937
2960000, 0.54021405350281, 10.6673127816956, 72, -33626.401624979
2964000, 0.595792449672382, 10.9878730982486, 71, -32894.1389516971
2968000, 0.629814827796691, 10.8576632522086, 64, -33290.4765343987
2972000, 0.599382207350728, 10.7303526590488, 72, -33308.2154225277
2976000, 0.503188964284158, 11.2067207256794, 69, -33240.8620930284
2980000, 0.536615801960558, 11.4210949541942, 57, -33074.2128674513
2984000, 0.563118670995103, 10.9108336829626, 65, -33307.491143888
2988000, 0.56788845845944, 10.7743636833222, 77, -33217.1181644207
2992000, 0.630439542868702, 10.6425168333172, 72, -33337.4761366566
2996000, 0.543886281449901, 10.7717941234944, 67, -33047.3928999019
3000000, 0.617503776231498, 10.6306944129499, 75, -33353.2639702801
3004000, 0.596195992140304, 10.6318642065604, 71, -33056.9758776786
3008000, 0.634679419435297, 10.6283260007271, 73, -33467.6700055377
3012000, 0.603868713209363, 10.5909772993377, 77, -33339.5751826788
3016000, 0.60271432261684, 10.5180738846044, 71, -33518.857951658
3020000, 0.615550121852507, 10.5065377471059, 68, -33234.6960160518
3024000, 0.607330008303729, 10.6870021260618, 73, -32712.7420753483
3028000, 0.632779873729095, 10.61158994733, 78, -33345.8554709358
3032000, 0.615626531276203, 10.6233478310767, 68, -33365.5358679958
3036000, 0.598091318770132, 10.5298541055387, 62, -33410.252285644
3040000, 0.536278926392975, 10.8614143308103, 74, -33162.91700875
3044000, 0.558582929280193, 10.6104342904514, 75, -33206.596940473
3048000, 0.617536152153402, 10.4459918290155, 72, -33396.7379416589
3052000, 0.487096990737417, 11.1235901350277, 71, -33254.5590945882
3056000, 0.545191560554566, 10.590075874214, 73, -33307.7474872253
3060000, 0.582489186276183, 10.6536192605797, 78, -33689.8062504551
3064000, 0.618523507522995, 10.3838059347339, 66, -33272.5230809423
3068000, 0.538072651686362, 10.9940053610723, 71, -33207.9037293073
3072000, 0.629689734650012, 10.4968632117295, 69, -33224.4567033999
3076000, 0.603297460930042, 10.5803392874915, 72, -32589.9395810288
3080000, 0.610367810937766, 10.6464115971845, 76, -33465.3539584409
3084000, 0.608138495338984, 10.3761584665378, 77, -32860.6282984579
3088000, 0.602844264294996, 10.6110375525412, 76, -33056.0768206676
3092000, 0.542307378326329, 10.5667619467878, 70, -33140.6541628653
3096000, 0.479640168502197, 10.9922595557999, 67, -33018.3034058901
3100000, 0.598402925896999, 10.6614031445586, 76, -33571.166217016
3104000, 0.520224516001223, 10.5596826928679, 74, -33392.2172934808
3108000, 0.571083804649586, 10.5881096557634, 72, -33242.1380352536
3112000, 0.587048563226504, 10.7375931304756, 65, -32723.4582696659
3116000, 0.497163361235202, 10.4937273435422, 70, -33253.8095866028
3120000, 0.536367707154597, 10.4593733014214, 73, -33109.485813953
3124000, 0.649267487914052, 10.3713677839975, 78, -33301.4333319507
3128000, 0.663173344824714, 10.6322804966926, 69, -33446.0926007185
3132000, 0.63887981936235, 10.5202091079527, 72, -33151.2717027059
3136000, 0.629673828054759, 10.5197811265185, 71, -33288.480356308
3140000, 0.579324737221218, 10.6931753375068, 72, -33242.9445746311
3144000, 0.616693596369144, 10.713379018573, 74, -33468.8011141223
3148000, 0.550120988735854, 10.448026186695, 71, -32943.568124521
3152000, 0.554370414708662, 10.7087584249641, 69, -32844.0973822186
3156000, 0.552518777246153, 10.3562563347765, 72, -33301.264190517
3160000, 0.572774620633204, 10.4862821886005, 70, -33483.7070175969
3164000, 0.561584700738375, 10.4948388102231, 79, -33343.3722892531
3168000, 0.630295100799221, 10.5743577845686, 72, -33498.0799625559
3172000, 0.625893361101787, 10.6654036068947, 64, -33382.7433637287
3176000, 0.576288586671787, 10.5576314476922, 68, -33201.4013680229
3180000, 0.576554415639263, 10.6781973842374, 74, -33098.6057861383
3184000, 0.575990474436591, 10.6603667712539, 68, -32769.5172973612
3188000, 0.607578242147737, 10.4641470146632, 74, -32843.6015584355
3192000, 0.618825720957582, 10.5992425392029, 71, -33401.2375664451
3196000, 0.599597331129587, 10.5417077360015, 64, -33696.1969442563
3200000, 0.613702718170732, 10.7209635379614, 69, -33228.7807847514
3204000, 0.601620630997516, 10.5214406261078, 83, -33323.4388676622
3208000, 0.649002826956579, 10.3460598055799, 78, -33115.3426195445
3212000, 0.582528050447941, 10.6074257548735, 69, -33225.0149400525
3216000, 0.611129741093323, 10.6464942153756, 75, -33035.4751940449
3220000, 0.596179613069978, 10.5133416171606, 74, -33377.4407308878
3224000, 0.622545382906183, 10.810821249662, 72, -33604.5237366899
3228000, 0.639083194598635, 10.5520473659987, 72, -33383.7594794938
3232000, 0.582006522526534, 10.8682945009437, 66, -33581.8484939095
3236000, 0.630809266589398, 10.5866497475441, 71, -33616.8524405431
3240000, 0.592760305713909, 10.7259092858923, 70, -33360.9348072193
3244000, 0.609263684641864, 10.4514266030182, 74, -33289.7092291084
3248000, 0.599421939716804, 10.7653768708151, 78, -33069.2232284683
3252000, 0.611328169322315, 10.4194423519416, 73, -33222.0238563179
3256000, 0.589896499245744, 10.6678759533471, 77, -33381.9639505076
3260000, 0.576684864220252, 10.7969083277142, 73, -33544.9429704982
3264000, 0.636085115080898, 10.497858213736, 75, -33541.0595311508
3268000, 0.585983848829853, 10.5063258531395, 80, -33457.6768224716
3272000, 0.517956211536135, 10.4358091440675, 76, -33103.6664862773
3276000, 0.530437756713776, 10.3854820855648, 81, -33202.3809529826
3280000, 0.577190501070433, 10.5337929818577, 74, -32801.0492878473
3284000, 0.638082122068756, 10.5154960496813, 71, -33654.098670945
3288000, 0.602898926250293, 10.6421701456309, 70, -32702.6864761756
3292000, 0.593162578433885, 10.5843533713679, 90, -33757.6002726449
3296000, 0.568079615644413, 10.8150799634086, 73, -33195.3890060019
3300000, 0.637086055004561, 10.6468022552405, 71, -33426.9907119647
3304000, 0.651836765450695, 10.5089093707457, 73, -33242.2154667446
3308000, 0.606961776335313, 10.3403389772642, 77, -33010.1192005351
3312000, 0.467170257839826, 11.0408425840282, 66, -33047.115589224
3316000, 0.505077634497266, 10.8234632755343, 70, -33400.3064592896
3320000, 0.540455554551749, 10.4415721853316, 78, -33961.4165608518
3324000, 0.584352086894546, 10.5490699439766, 74, -33438.6822685382
3328000, 0.641308913031, 10.5478840551915, 73, -33163.3782076191
